"","VALUE","Freq","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"35",117,911506,"Tree Height = 17 meters",119,191,80,0.466667,0.74902,0.313725,202714,7.6
"36",118,1653016,"Tree Height = 18 meters",116,189,77,0.454902,0.741176,0.301961,367622,13.8
"37",119,1033680,"Tree Height = 19 meters",110,184,73,0.431373,0.721569,0.286275,229885,8.6
"38",120,1018229,"Tree Height = 20 meters",107,181,71,0.419608,0.709804,0.278431,226449,8.5
"39",121,808985,"Tree Height = 21 meters",101,176,67,0.396078,0.690196,0.262745,179914,6.8
"40",122,427967,"Tree Height = 22 meters",99,173,64,0.388235,0.678431,0.25098,95178,3.6
"41",123,315443,"Tree Height = 23 meters",93,168,61,0.364706,0.658824,0.239216,70153,2.6
"42",124,164622,"Tree Height = 24 meters",87,166,56,0.341176,0.65098,0.219608,36611,1.4
"43",125,159030,"Tree Height = 25 meters",84,161,53,0.329412,0.631373,0.207843,35367,1.3
"44",126,59010,"Tree Height = 26 meters",79,158,51,0.309804,0.619608,0.2,13124,0.5
"45",127,7764,"Tree Height = 27 meters",76,153,47,0.298039,0.6,0.184314,1727,0.1
"46",128,5549,"Tree Height = 28 meters",71,150,45,0.278431,0.588235,0.176471,1234,0
"47",129,7609,"Tree Height = 29 meters",68,145,42,0.266667,0.568627,0.164706,1692,0.1
"48",138,6497,"Tree Height = 38 meters",36,112,21,0.141176,0.439216,0.082353,1445,0.1
"49",201,228,"Shrub Height = 0.1 meter",212,178,125,0.831373,0.698039,0.490196,51,0
"50",202,1051,"Shrub Height = 0.2 meter",212,174,121,0.831373,0.682353,0.47451,234,0
"51",203,4000,"Shrub Height = 0.3 meter",209,166,117,0.819608,0.65098,0.458824,890,0
"52",204,23383,"Shrub Height = 0.4 meter",209,161,113,0.819608,0.631373,0.443137,5200,0.2
"53",205,57238,"Shrub Height = 0.5 meter",207,155,109,0.811765,0.607843,0.427451,12729,0.5
"54",206,170072,"Shrub Height = 0.6 meter",207,149,105,0.811765,0.584314,0.411765,37823,1.4
"55",207,186345,"Shrub Height = 0.7 meter",204,145,102,0.8,0.568627,0.4,41442,1.6
"56",208,234192,"Shrub Height = 0.8 meter",201,137,97,0.788235,0.537255,0.380392,52083,2
"57",209,166356,"Shrub Height = 0.9 meter",201,134,95,0.788235,0.52549,0.372549,36997,1.4
"58",210,127665,"Shrub Height = 1 meter",199,126,90,0.780392,0.494118,0.352941,28392,1.1
"59",211,53155,"Shrub Height = 1.1 meters",196,121,86,0.768627,0.47451,0.337255,11821,0.4
"60",212,39705,"Shrub Height = 1.2 meters",196,115,82,0.768627,0.45098,0.321569,8830,0.3
"61",213,24358,"Shrub Height = 1.3 meters",194,110,79,0.760784,0.431373,0.309804,5417,0.2
"62",214,25985,"Shrub Height = 1.4 meters",191,105,77,0.74902,0.411765,0.301961,5779,0.2
"63",215,23630,"Shrub Height = 1.5 meters",191,100,73,0.74902,0.392157,0.286275,5255,0.2
"64",216,18420,"Shrub Height = 1.6 meters",189,94,70,0.741176,0.368627,0.27451,4097,0.2
"65",217,14516,"Shrub Height = 1.7 meters",186,89,67,0.729412,0.34902,0.262745,3228,0.1
"66",218,16635,"Shrub Height = 1.8 meters",184,83,62,0.721569,0.32549,0.243137,3700,0.1
"67",219,35014,"Shrub Height = 1.9 meters",184,79,61,0.721569,0.309804,0.239216,7787,0.3
"68",220,7768,"Shrub Height = 2.0 meters",181,72,58,0.709804,0.282353,0.227451,1728,0.1
"69",221,4959,"Shrub Height = 2.1 meters",179,68,55,0.701961,0.266667,0.215686,1103,0
"70",222,4253,"Shrub Height = 2.2 meters",176,61,51,0.690196,0.239216,0.2,946,0
"71",223,2214,"Shrub Height = 2.3 meters",173,57,49,0.678431,0.223529,0.192157,492,0
"72",224,1900,"Shrub Height = 2.4 meters",173,51,47,0.678431,0.2,0.184314,423,0
"73",301,4948,"Herb Height = 0.1 meter",255,204,102,1,0.8,0.4,1100,0
"74",302,187983,"Herb Height = 0.2 meter",255,186,89,1,0.729412,0.34902,41806,1.6
"75",303,535636,"Herb Height = 0.3 meter",255,169,77,1,0.662745,0.301961,119123,4.5
"76",304,64868,"Herb Height = 0.4 meter",255,150,64,1,0.588235,0.25098,14426,0.5
"77",305,16934,"Herb Height = 0.5 meter",255,133,51,1,0.521569,0.2,3766,0.1
"78",306,18924,"Herb Height = 0.6 meter",255,112,41,1,0.439216,0.160784,4209,0.2
"79",307,22432,"Herb Height = 0.7 meter",255,92,28,1,0.360784,0.109804,4989,0.2
"80",308,76,"Herb Height = 0.8 meter",255,73,18,1,0.286275,0.070588,17,0
