model_label,Model_Code,refLabel,refPercent,BpS_Name,Var1,Var2,Freq,BPS_CODE,ZONE,total_count,currentPercent
11610_9_10_19_C,11610_9_10_19,C,67,Northern Rocky Mountain Conifer Swamp,484,3,88,11610,19,28747,0
11610_9_10_19_D,11610_9_10_19,D,NA,Northern Rocky Mountain Conifer Swamp,NA,NA,NA,NA,NA,NA,NA
11610_9_10_19_E,11610_9_10_19,E,NA,Northern Rocky Mountain Conifer Swamp,NA,NA,NA,NA,NA,NA,NA
11610_9_10_19_Agriculture,11610_9_10_19,Agriculture,0,Northern Rocky Mountain Conifer Swamp,448,180,12,11610,10,6821,0
11610_9_10_19_Agriculture,11610_9_10_19,Agriculture,0,Northern Rocky Mountain Conifer Swamp,484,180,157,11610,19,28747,0
11610_9_10_19_Developed,11610_9_10_19,Developed,0,Northern Rocky Mountain Conifer Swamp,448,120,14,11610,10,6821,0
11610_9_10_19_Developed,11610_9_10_19,Developed,0,Northern Rocky Mountain Conifer Swamp,484,120,827,11610,19,28747,2
11610_9_10_19_Water,11610_9_10_19,Water,0,Northern Rocky Mountain Conifer Swamp,NA,NA,NA,NA,NA,NA,NA
11610_9_10_19_UN,11610_9_10_19,UN,0,Northern Rocky Mountain Conifer Swamp,NA,NA,NA,NA,NA,NA,NA
11610_9_10_19_UE,11610_9_10_19,UE,0,Northern Rocky Mountain Conifer Swamp,448,7,1,11610,10,6821,0
11610_9_10_19_UE,11610_9_10_19,UE,0,Northern Rocky Mountain Conifer Swamp,484,7,134,11610,19,28747,0
11660_9_10_19_A,11660_9_10_19,A,20,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,1,5775,11660,10,37879,15
11660_9_10_19_A,11660_9_10_19,A,20,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,1,25564,11660,19,118323,21
11660_9_10_19_B,11660_9_10_19,B,17,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,2,35,11660,10,37879,0
11660_9_10_19_B,11660_9_10_19,B,17,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,2,16,11660,19,118323,0
11660_9_10_19_C,11660_9_10_19,C,34,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,3,227,11660,10,37879,0
11660_9_10_19_C,11660_9_10_19,C,34,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,3,513,11660,19,118323,0
11660_9_10_19_D,11660_9_10_19,D,20,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,4,10787,11660,10,37879,28
11660_9_10_19_D,11660_9_10_19,D,20,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,4,22550,11660,19,118323,19
11660_9_10_19_E,11660_9_10_19,E,9,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,5,20851,11660,10,37879,55
11660_9_10_19_E,11660_9_10_19,E,9,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,5,66800,11660,19,118323,56
11660_9_10_19_Agriculture,11660_9_10_19,Agriculture,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,180,6,11660,10,37879,0
11660_9_10_19_Agriculture,11660_9_10_19,Agriculture,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,180,27,11660,19,118323,0
11660_9_10_19_Developed,11660_9_10_19,Developed,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,120,153,11660,10,37879,0
11660_9_10_19_Developed,11660_9_10_19,Developed,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,120,29,11660,19,118323,0
11660_9_10_19_Water,11660_9_10_19,Water,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,NA,NA,NA,NA,NA,NA,NA
11660_9_10_19_UN,11660_9_10_19,UN,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,NA,NA,NA,NA,NA,NA,NA
11660_9_10_19_UE,11660_9_10_19,UE,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,449,7,10,11660,10,37879,0
11660_9_10_19_UE,11660_9_10_19,UE,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,485,7,1873,11660,19,118323,1
11662_19_A,11662_19,A,10,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,486,1,92,11662,19,352,26
11662_19_B,11662_19,B,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,486,2,163,11662,19,352,46
11662_19_C,11662_19,C,6,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,486,3,24,11662,19,352,6
11662_19_D,11662_19,D,82,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,486,4,38,11662,19,352,10
11662_19_E,11662_19,E,NA,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,NA,NA,NA,NA,NA,NA,NA
11662_19_Agriculture,11662_19,Agriculture,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,NA,NA,NA,NA,NA,NA,NA
11662_19_Developed,11662_19,Developed,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,NA,NA,NA,NA,NA,NA,NA
11662_19_Water,11662_19,Water,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,NA,NA,NA,NA,NA,NA,NA
11662_19_UN,11662_19,UN,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,NA,NA,NA,NA,NA,NA,NA
11662_19_UE,11662_19,UE,0,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,486,7,3,11662,19,352,0
11670_10_19_A,11670_10_19,A,12,Rocky Mountain Poor-Site Lodgepole Pine Forest,487,1,323,11670,19,653,49
11670_10_19_B,11670_10_19,B,24,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
11670_10_19_C,11670_10_19,C,14,Rocky Mountain Poor-Site Lodgepole Pine Forest,487,3,229,11670,19,653,35
11670_10_19_D,11670_10_19,D,50,Rocky Mountain Poor-Site Lodgepole Pine Forest,487,4,95,11670,19,653,14
11670_10_19_E,11670_10_19,E,NA,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
11670_10_19_Agriculture,11670_10_19,Agriculture,0,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
11670_10_19_Developed,11670_10_19,Developed,0,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
11670_10_19_Water,11670_10_19,Water,0,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
11670_10_19_UN,11670_10_19,UN,0,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
11670_10_19_UE,11670_10_19,UE,0,Rocky Mountain Poor-Site Lodgepole Pine Forest,NA,NA,NA,NA,NA,NA,NA
